Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary
2740,MONTE VISTA C-8,14,3,4,786,313,0,10,0.723,14,0.7159,1070,0.762,0.838,0.761,0.763,0.87,0.814,17.08333333,0,0,0,0,0,0,0,0,0,14,6,20,39,14,53,0,0,0,0,0,0,73,74,37644.05
2750,SARGENT RE-33J,4,4,1,110,297,0,8,0.2995,14,0.3774,424,1,1,1,1,1,1,13.06,0,0,0,1,0,1,0,0,0,0,0,0,23,10,33,0,0,0,0,0,0,34,32.5,35095.2
2760,HAYDEN RE-1,0,1,5,43,364,1,0,0.1208,14,0.413,385,0.964,0.964,1,0.938,1,0.938,10.62333333,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,0,0,0,0,0,0,38,38,47108.95
2770,STEAMBOAT SPRINGS RE-2,6,36,12,277,2084,9,44,0.1556,14,0.1673,2468,0.911,0.939,0.958,0.855,0.958,0.916,13.78333333,0,0,0,2,0,2,0,0,0,0,0,0,136,29,165,0,0,0,0,0,0,167,165.3,48389.92
2780,SOUTH ROUTT RE 3,2,2,2,28,352,1,4,0.0997,14,0.3869,367,0.818,0.864,0.625,0.929,0.625,1,13.58,0,0,0,0,0,0,0,0,0,0,0,0,24,11,35,0,0,0,0,0,0,35,34.2,38600.02
2790,MOUNTAIN VALLEY RE 1,0,1,0,37,95,0,5,0.3116,14,0.6905,126,0.778,0.778,0.75,0.8,0.75,0.8,8.823333333,0,0,0,1,0,1,0,0,0,1,0,1,11,3,14,0,0,0,0,0,0,16,16,29914.4
2800,MOFFAT 2,2,6,3,14,156,2,13,0.2041,14,0.8167,180,0.909,0.909,0.833,1,0.833,1,8.54,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,21,23.7,28711.62
2810,CENTER 26 JT,10,0,1,581,53,0,4,0.9183,14,0.9262,610,0.744,0.744,0.667,0.786,0.667,0.786,19.456,0,0,0,0,0,0,0,1,1,9,5,14,19,12,31,0,0,0,0,0,0,46,44.8,36593.22
2820,SILVERTON 1,0,0,0,21,41,0,0,0.3387,14,0.5645,62,0.8,0.8,0,0.8,0,0.8,4.813333333,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,11,12.5,27912.69
2830,TELLURIDE R-1,5,5,3,150,715,0,20,0.2038,14,0.2394,873,0.938,0.969,0.939,0.935,0.97,0.968,13.00333333,0,0,0,0,0,0,0,0,0,1,1,2,62,13,75,0,0,0,0,0,0,77,70.2,51178.1
2840,NORWOOD R-2J,10,3,2,15,250,0,7,0.1289,14,0.4701,268,0.929,0.929,0.8,1,0.8,1,13.2,0,0,0,1,0,1,0,0,0,0,0,0,22,4,26,0,0,0,0,0,0,27,21.6,41374.22
2862,JULESBURG RE-1,6,7,25,163,587,0,6,0.2607,14,0.4256,766,0.21,0.288,0.216,0.203,0.322,0.25,18.86666667,0,0,0,0,0,0,0,0,0,0,0,0,31,11,42,0,0,0,0,0,0,42,37.5,42977.04
3000,SUMMIT RE-1,9,28,16,1140,2053,2,97,0.3862,14,0.3363,3194,0.896,0.917,0.94,0.862,0.952,0.89,12.803,1,0,1,0,0,0,0,0,0,10,3,13,168,42,210,0,0,0,0,0,0,224,205.2,53924.65
3010,CRIPPLE CREEK-VICTOR RE-1,8,0,7,40,320,7,2,0.1667,14,0.5833,324,0.593,0.778,0.786,0.385,0.929,0.615,13.395,0,0,0,0,0,0,0,0,0,0,0,0,24,5,29,0,0,0,0,0,0,29,29.1,35415.32
3020,WOODLAND PARK RE-2,19,19,19,205,2118,4,111,0.1511,14,0.3333,2379,0.755,0.811,0.807,0.71,0.835,0.79,17.298,0,0,0,0,0,0,0,0,0,0,2,2,106,36,142,0,0,0,0,0,0,144,144,40211.85
3030,AKRON R-1,1,4,2,62,273,0,15,0.2353,14,0.4737,342,0.958,0.958,1,0.857,1,0.857,10.985,0,0,0,0,0,0,0,0,0,1,0,1,19,6,25,0,0,0,0,0,0,26,31.3,29986.38
3040,ARICKAREE R-2,0,0,0,33,72,2,0,0.3271,14,0.5769,104,1,1,1,1,1,1,7.445,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,1,0,1,15,14.4,28054.6
3050,OTIS R-3,1,0,2,14,201,0,8,0.1106,14,0.4692,211,0.813,0.813,0.6,0.909,0.6,0.909,11.77,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,0,0,0,0,0,0,21,19.1,32753.25
3060,LONE STAR 101,1,0,0,0,105,0,0,0.0094,14,0.3679,106,1,1,1,1,1,1,6.303333333,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,17,17.8,25227.54
3070,WOODLIN R-104,0,0,0,10,92,0,0,0.098,14,0.5978,92,0.8,0.8,0.667,1,0.667,1,9.135,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,13,11.1,24323.02
3080,WELD COUNTY RE-1,14,6,6,1128,805,3,28,0.5955,14,0.5821,1876,0.88,0.9,0.956,0.818,0.956,0.855,14.00666667,0,0,0,0,0,0,1,0,1,7,4,11,93,29,122,0,0,0,1,0,1,135,137.9,42057.86
3085,EATON RE-2,4,8,11,447,1399,0,35,0.2652,14,0.3582,1904,0.906,0.915,0.896,0.914,0.917,0.914,16.824,0,0,0,0,0,0,0,0,0,1,1,2,88,25,113,0,0,0,1,0,1,116,112.3,44302.86
3100,WINDSOR RE-4,20,55,18,750,4121,1,137,0.1923,14,0.1801,4959,0.917,0.949,0.953,0.88,0.977,0.92,17.13666667,0,0,0,4,1,5,0,0,0,6,0,6,237,60,297,0,0,0,0,2,2,310,302.2,46501.11
3110,JOHNSTOWN-MILLIKEN RE-5J,7,25,15,1118,2508,4,55,0.328,14,0.3056,3603,0.755,0.761,0.831,0.695,0.831,0.705,19.71666667,0,0,0,0,0,0,0,0,0,4,0,4,138,48,186,0,0,0,0,0,0,190,189.3,49025.82
3120,GREELEY 6,83,434,425,12623,7286,30,302,0.656,14,0.6193,21183,0.778,0.804,0.802,0.756,0.824,0.785,18.818,4,0,4,8,3,11,4,5,9,110,27,137,776,240,"1,016",1,0,1,1,0,1,"1,179",1155.5,46758.55
3130,PLATTE VALLEY RE-7,1,1,1,372,751,0,3,0.3348,14,0.4455,1129,0.917,0.933,0.931,0.903,0.966,0.903,14.10666667,0,0,0,0,0,0,0,0,0,0,1,1,66,15,81,0,0,0,0,0,0,82,79.9,44156.08
3140,WELD COUNTY S/D RE-8,9,7,8,1695,592,3,19,0.7462,14,0.731,2171,0.793,0.8,0.836,0.753,0.836,0.767,16.876,0,0,0,0,0,0,1,0,1,19,6,25,92,24,116,0,0,0,0,2,2,144,140.6,45678.61
3145,AULT-HIGHLAND RE-9,6,2,3,260,478,0,12,0.3719,14,0.4678,761,0.925,0.962,0.846,1,0.923,1,13.22666667,0,0,0,0,0,0,0,0,0,0,2,2,41,17,58,0,0,0,0,0,0,60,58.3,36836.89
3146,BRIGGSDALE RE-10,0,5,0,15,155,1,1,0.1243,14,0.3436,163,1,1,1,1,1,1,10.31,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,17,17.1,36587.69
3147,PRAIRIE RE-11,0,2,2,12,169,0,5,0.1105,14,0.2787,183,0.923,1,1,0.889,1,1,10.79,0,0,0,0,0,0,0,0,0,1,0,1,14,5,19,0,0,0,0,0,0,20,17.6,40807.11
3148,PAWNEE RE-12,0,0,0,8,72,0,1,0.1111,14,0.3158,76,1,1,1,1,1,1,4.13,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,16,19.6,25991.69
3200,YUMA 1,0,2,0,432,385,0,5,0.5328,14,0.5907,777,0.91,0.91,0.879,0.941,0.879,0.941,20.8575,0,0,0,0,1,1,0,0,0,0,0,0,49,11,60,2,1,3,0,0,0,64,64.7,39754.28
3210,WRAY RD-2,0,1,1,188,494,1,8,0.2872,14,0.5357,644,0.891,0.891,0.944,0.857,0.944,0.857,13.96666667,0,0,0,0,0,0,0,0,0,1,0,1,38,10,48,0,0,0,0,0,0,49,49.2,35145.11
3220,IDALIA RJ-3,5,0,1,48,145,0,2,0.2786,14,0.5814,172,1,1,1,1,1,1,11.545,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19,0,0,0,0,0,0,19,16.7,35635.42
3230,LIBERTY J-4,0,0,0,9,70,0,1,0.125,14,0.2877,73,1,1,1,1,1,1,19.19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4.9,34846.87
9030,MOUNTAIN BOCES,0,1,1,46,75,0,0,0.3902,14,0,123,0.655,0.741,0.677,0.63,0.71,0.778,13.28,0,0,0,1,0,1,0,1,1,1,0,1,95,17,112,0,0,0,0,0,0,115,103.5,44775.05
9035,CENTENNIAL BOCES,2,0,2,80,80,0,1,0.5152,14,0,165,0.402,0.411,0.474,0.327,0.474,0.345,17.925,0,0,0,0,0,0,1,0,1,0,0,0,12,3,15,0,0,0,0,0,0,16,16,26939.01
9050,SAN JUAN BOCES,1,0,0,5,38,0,2,0.1739,14,0,46,0.188,0.25,0.111,0.286,0.222,0.286,17.59,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,0,0,0,0,0,0,27,7.8,40487.15
9130,EXPEDITIONARY BOCES,0,9,10,46,299,0,28,0.2372,14,0,392,0.889,0.944,1,0.667,1,0.833,12.2,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29,0,0,0,0,0,0,29,32.1,29298.86
9170,COLORADO DIGITAL BOCES,16,15,71,407,1107,7,75,0.3481,14,0,1698,0.241,0.241,0.294,0.167,0.294,0.167,45.435,1,0,1,1,0,1,1,0,1,2,0,2,29,6,35,0,0,0,0,0,0,40,38.6,35845.42
8001,CHARTER SCHOOL INSTITUTE,83,466,607,5780,6665,29,418,0.5256,14,0.4447,13878,0.432,0.478,0.475,0.377,0.523,0.42,19.85058824,1,0,1,15,2,17,6,3,9,47,18,65,490,179,669,0,0,0,3,3,6,767,741.9,36695.14
10,MAPLETON 1,70,110,166,5140,2644,11,267,0.6855,13,0.6584,7983,0.478,0.504,0.557,0.399,0.591,0.416,19.566,0,0,0,6,0,6,2,1,3,28,9,37,4,1,5,0,1,1,286,77,363,415,414.6,48421.43
20,ADAMS 12 FIVE STAR SCHOOLS,330,2214,944,14908,22958,62,814,0.4564,13,0.3808,41333,0.737,0.762,0.76,0.714,0.781,0.743,19.67056604,9,4,13,28,6,34,5,1,6,120,48,168,1,0,1,8,2,10,"1,554",457,"2,011","2,243",2092.7,54052.54
30,ADAMS COUNTY 14,44,16,187,6289,1000,2,60,0.8684,13,0.8328,6991,0.594,0.609,0.643,0.544,0.654,0.563,17.00363636,0,1,1,7,0,7,4,2,6,33,12,45,1,0,1,6,2,8,304,81,385,453,436.1,48769.84
50,BENNETT 29J,11,4,6,209,749,0,34,0.2606,13,0.3501,954,0.843,0.843,0.882,0.806,0.882,0.806,18.40666667,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,12,57,59,52.8,37966.55
60,STRASBURG 31J,8,11,9,126,905,2,11,0.1558,13,0.2295,1002,0.815,0.831,0.839,0.794,0.839,0.824,15.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,62,62,57.1,40565.87
70,WESTMINSTER 50,62,510,128,7418,1791,9,183,0.8227,13,0.7995,9597,0.64,0.653,0.711,0.568,0.731,0.575,17.59157895,0,1,1,10,4,14,1,5,6,46,21,67,0,0,0,6,2,8,375,106,481,577,541,56743.8
100,ALAMOSA RE-11J,10,20,15,1355,631,0,15,0.6916,13,0.7331,2046,0.813,0.856,0.836,0.795,0.885,0.833,15.635,0,0,0,0,0,0,0,0,0,32,10,42,0,0,0,0,1,1,59,19,78,121,118.4,44704.51
110,SANGRE DE CRISTO RE-22J,2,0,1,114,201,1,5,0.3796,13,0.5613,310,0.952,0.952,0.909,1,0.909,1,12.325,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,21,4,25,29,26.5,34247.62
120,ENGLEWOOD 1,29,30,92,1079,1485,5,115,0.4762,13,0.5904,2627,0.55,0.6,0.634,0.471,0.676,0.529,14.04625,2,0,2,0,0,0,1,0,1,4,2,6,0,0,0,0,0,0,161,41,202,211,187.8,52992.55
123,SHERIDAN 2,17,41,65,1187,246,2,25,0.8446,13,0.8768,1421,0.402,0.402,0.429,0.375,0.429,0.375,20.87,0,0,0,1,0,1,1,0,1,5,1,6,0,0,0,0,0,0,64,22,86,94,86.8,48866.69
130,CHERRY CREEK 5,283,4440,6288,10156,29945,150,2964,0.4478,13,0.2622,52560,0.874,0.889,0.923,0.828,0.935,0.847,18.04275862,6,2,8,39,6,45,58,23,81,130,46,176,1,0,1,52,16,68,"2,092",673,"2,765","3,144",2984.6,63209.9
140,LITTLETON 6,76,486,202,2679,11846,18,523,0.2517,13,0.2097,15166,0.921,0.935,0.94,0.904,0.947,0.923,18.44454545,1,0,1,2,1,3,2,3,5,30,7,37,0,0,0,5,1,6,633,188,821,873,843.7,59400.99
170,DEER TRAIL 26J,1,0,0,30,144,0,1,0.1818,13,0.5032,157,0.875,0.875,0.833,0.9,0.833,0.9,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,23,18.7,37069.24
180,ADAMS-ARAPAHOE 28J,319,1842,7324,22114,7355,215,1708,0.8201,13,0.6802,39135,0.526,0.55,0.572,0.482,0.591,0.51,19.40163636,1,1,2,39,10,49,52,22,74,150,55,205,2,0,2,19,3,22,"1,479",411,"1,890","2,244",2092.8,52929.72
190,BYERS 32J,2,1,9,81,520,2,32,0.1963,13,0.4726,603,0.946,0.946,1,0.905,1,0.905,19.90333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,51,51,36.1,38244.47
220,ARCHULETA COUNTY 50 JT,19,14,10,419,841,1,19,0.3643,13,0.5011,1323,0.833,0.86,0.9,0.781,0.92,0.813,15.61666667,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,0,0,0,60,23,83,90,85.1,44595.74
230,WALSH RE-1,2,0,3,28,121,0,2,0.2244,13,0.5522,134,1,1,1,1,1,1,10.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,17,14.4,34634.89
240,PRITCHETT RE-3,3,0,0,9,39,0,2,0.2642,13,0.617,47,1,1,0,1,0,1,4.796666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,15,12,24383.31
250,SPRINGFIELD RE-4,0,0,1,42,246,0,10,0.1773,13,0.6475,261,0.96,0.96,1,0.933,1,0.933,9.405,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,20,6,26,28,32.2,30196.74
260,VILAS RE-5,1,0,5,21,99,0,1,0.2205,13,0.7339,124,0.333,0.452,0.36,0.294,0.56,0.294,12.91,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,4,11,13,10.4,33591.82
270,CAMPO RE-6,0,0,0,0,40,0,4,0.0909,13,0.6905,42,1,1,0,1,0,1,4.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,11,12,8.6,29666.67
290,LAS ANIMAS RE-1,1,2,2,222,256,0,9,0.4797,13,0.7828,442,0.857,0.905,0.941,0.8,0.941,0.88,15.53333333,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,23,6,29,34,29.2,36883.21
310,MC CLAVE RE-2,0,0,0,0,262,0,4,0.015,13,0.6024,249,0.875,1,0.875,0.875,1,1,12.16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,31,32,22,34721.27
470,ST VRAIN VALLEY RE 1J,152,956,283,8670,19611,60,463,0.3505,13,0.3745,28914,0.829,0.85,0.867,0.791,0.879,0.82,33.9044,7,1,8,17,3,20,1,2,3,78,24,102,1,0,1,0,0,0,"1,206",353,"1,559","1,693",1617,49643.7
480,BOULDER VALLEY RE 2,115,1781,267,5428,21404,35,1516,0.2993,13,0.1828,29663,0.909,0.931,0.943,0.878,0.953,0.91,17.45,2,1,3,21,5,26,4,7,11,109,36,145,3,0,3,16,7,23,"1,261",442,"1,703","1,914",1690.8,65999.66
490,BUENA VISTA R-31,12,8,9,107,812,1,19,0.1612,13,0.3962,906,0.739,0.75,0.761,0.717,0.783,0.717,13.3625,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,0,2,46,23,69,74,61.8,42380.99
500,SALIDA R-32,6,8,8,168,961,0,25,0.1828,13,0.4295,1106,0.897,0.897,0.952,0.833,0.952,0.833,13.566,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,52,26,78,84,80.6,41504.18
510,KIT CARSON R-1,0,1,0,16,97,0,0,0.1491,13,0.4474,114,1,1,1,1,1,1,8.095,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,15,18,14.1,36088.88
520,CHEYENNE COUNTY RE-5,0,0,0,34,145,0,0,0.1899,13,0.4375,160,1,1,1,1,1,1,9.796666667,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,9,25,28,18,35945.53
540,CLEAR CREEK RE-1,12,8,3,67,812,1,27,0.1269,13,0.2836,864,0.81,0.845,0.857,0.767,0.893,0.8,13.65,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,52,26,78,80,78.8,38717.78
550,NORTH CONEJOS RE-1J,5,0,6,593,391,3,7,0.6109,13,0.6448,1005,0.942,0.942,0.953,0.93,0.953,0.93,15.944,0,0,0,0,0,0,0,0,0,16,7,23,0,0,0,0,0,0,32,20,52,75,71.4,41535.17
560,SANFORD 6J,0,0,0,124,264,0,7,0.3316,13,0.5241,374,0.867,0.867,1,0.667,1,0.667,15.57,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,2,2,16,7,23,29,25.3,39590.19
580,SOUTH CONEJOS RE-10,6,1,3,180,22,0,3,0.8977,13,0.614,215,0.923,0.923,0.75,1,0.75,1,9.79,0,0,0,0,0,0,0,0,0,15,6,21,0,0,0,0,0,0,5,3,8,29,23.4,39893.64
640,CENTENNIAL R-1,0,0,4,184,20,0,0,0.9038,13,0.8705,193,0.864,0.864,0.9,0.833,0.9,0.833,8.49,0,0,0,0,3,3,0,0,0,12,3,15,0,0,0,0,0,0,3,2,5,23,24.2,36509.16
740,SIERRA GRANDE R-30,0,1,1,202,45,0,7,0.8242,13,0.8594,256,1,1,1,1,1,1,11.33,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,7,3,10,22,22.6,37984.13
770,CROWLEY COUNTY RE-1-J,8,2,2,168,253,1,14,0.4353,13,0.6964,448,0.882,0.912,1,0.789,1,0.842,14.95,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,20,11,31,34,30.3,36108.55
860,CUSTER COUNTY SCHOOL DISTRICT C-1,2,3,3,10,376,0,17,0.0852,13,0.5119,379,0.889,0.917,0.81,1,0.857,1,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,11,40,41,30.4,34536.87
870,DELTA COUNTY 50(J),39,90,30,1048,3761,4,90,0.257,13,0.5006,4810,0.84,0.852,0.856,0.825,0.866,0.839,16.81235294,0,2,2,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,217,92,309,325,292.6,39350.6
880,DENVER COUNTY 1,600,2869,11902,49604,18258,187,2623,0.7878,13,0.725,81031,0.613,0.653,0.672,0.557,0.702,0.606,16.49659341,79,27,106,60,27,87,176,78,254,130,57,187,2,0,2,141,53,194,"3,565","1,164","4,729","5,559",5366.3,49345.15
890,DOLORES COUNTY RE NO.2,5,0,0,4,280,0,4,0.0444,13,0.4569,267,0.867,0.867,1,0.8,1,0.8,12.42333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,25,20.9,37438.52
900,DOUGLAS COUNTY RE 1,291,2669,1109,9210,50116,93,2742,0.2433,13,0.1245,64421,0.888,0.907,0.92,0.858,0.933,0.883,21.47392857,4,1,5,33,4,37,5,4,9,89,28,117,1,2,3,29,8,37,"2,579",690,"3,269","3,477",3271.4,50652.96
910,EAGLE COUNTY RE 50,56,59,32,3285,3006,4,78,0.539,13,0.4172,6278,0.72,0.742,0.741,0.701,0.764,0.722,15.96833333,0,0,0,4,0,4,0,0,0,20,6,26,1,0,1,3,1,4,336,87,423,458,419,46915.96
920,ELIZABETH C-1,12,17,13,258,2248,5,68,0.1423,13,0.1981,2504,0.865,0.885,0.921,0.813,0.931,0.841,16.98,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,110,41,151,155,145.8,37836.81
930,KIOWA C-2,1,0,2,34,293,3,11,0.1483,13,0.4101,317,0.939,0.939,0.917,0.952,0.917,0.952,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,36,36,28.2,32902
940,BIG SANDY 100J,2,0,1,27,272,2,14,0.1447,13,0.5329,289,0.818,0.818,0.846,0.778,0.846,0.778,11.48,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,17,42,43,27.4,39287.64
950,ELBERT 200,1,5,0,8,181,0,3,0.0859,13,0.2609,184,0.944,1,0.875,1,1,1,9.62,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,7,23,25,20.7,36555.5
960,AGATE 300,0,0,0,1,11,0,0,0.0833,13,0.5,12,0,0,0,0,0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,2.2,33994.8
970,CALHAN RJ-1,1,1,5,42,414,0,9,0.1229,13,0.4098,449,0.977,0.977,0.96,1,0.96,1,15.71,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27,14,41,43,30.4,36100.18
980,HARRISON 2,128,305,1882,4972,3189,104,599,0.7147,13,0.7127,11179,0.775,0.79,0.833,0.719,0.846,0.736,16.24083333,4,1,5,7,2,9,17,4,21,36,7,43,3,0,3,10,5,15,459,139,598,694,689,41688.3
990,WIDEFIELD 3,79,132,955,2404,4888,117,789,0.478,13,0.3895,8904,0.813,0.834,0.849,0.778,0.871,0.797,16.592,5,0,5,1,2,3,13,6,19,30,9,39,3,0,3,14,1,15,371,99,470,554,535.8,43751.36
1000,FOUNTAIN 8,66,99,1035,2004,4005,118,762,0.5049,13,0.4818,7717,0.8,0.814,0.838,0.761,0.852,0.775,15.78166667,1,1,2,7,0,7,15,11,26,28,11,39,0,0,0,0,0,0,345,98,443,517,499.9,45770.16
1010,COLORADO SPRINGS 11,249,546,2024,8438,14992,96,2059,0.4722,13,0.5715,27714,0.66,0.704,0.71,0.612,0.741,0.669,16.20035088,3,2,5,19,9,28,36,20,56,97,34,131,4,1,5,22,4,26,"1,162",392,"1,554","1,805",1709.6,45255.64
1020,CHEYENNE MOUNTAIN 12,21,198,155,718,3770,9,256,0.2647,13,0.1605,4978,0.954,0.969,0.979,0.935,0.979,0.962,15.172,2,0,2,0,2,2,2,0,2,8,5,13,0,0,0,3,0,3,243,85,328,350,344.9,43010.69
1030,MANITOU SPRINGS 14,13,13,22,118,1264,4,46,0.1459,13,0.2597,1440,0.936,0.954,1,0.881,1,0.915,15.5725,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,59,36,95,97,90.8,41157.88
1040,ACADEMY 20,102,932,722,3055,18235,87,1348,0.2551,13,0.1321,24130,0.914,0.927,0.938,0.89,0.948,0.908,16.31875,4,0,4,16,2,18,9,2,11,64,13,77,2,0,2,16,2,18,"1,126",343,"1,469","1,599",1463.7,45688.98
1050,ELLICOTT 22,2,2,28,257,613,2,51,0.3581,13,0.6724,876,0.906,0.906,1,0.792,1,0.792,15.03666667,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,51,14,65,67,63.6,36642.21
1060,PEYTON 23 JT,11,6,8,56,510,0,15,0.1584,13,0.3287,581,0.927,0.927,0.963,0.893,0.963,0.893,15.74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,8,39,40,39.1,36323.85
1070,HANOVER 28,2,1,4,69,166,0,9,0.3386,13,0.6889,225,0.875,0.875,0.857,0.889,0.857,0.889,13.845,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,4,15,16,16,40750
1080,LEWIS-PALMER 38,44,161,72,602,5106,8,282,0.1863,13,0.0955,6039,0.917,0.923,0.93,0.906,0.943,0.906,17.24111111,2,1,3,1,0,1,0,0,0,9,3,12,0,0,0,11,1,12,298,71,369,397,349.7,45952.86
1110,FALCON 49,111,475,1165,4371,11485,70,1203,0.3917,13,0.3037,18580,0.899,0.907,0.932,0.872,0.936,0.883,21.26181818,7,1,8,4,4,8,16,8,24,26,11,37,3,0,3,3,2,5,672,190,862,947,914.3,41440.15
1120,EDISON 54 JT,0,2,0,16,165,1,7,0.1361,13,0.388,183,0.486,0.514,0.4,0.55,0.4,0.6,26.26333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,15,11.3,36964.67
1130,MIAMI/YODER 60 JT,1,0,2,51,239,0,14,0.2215,13,0.6113,283,0.889,0.889,1,0.857,1,0.857,14.05333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,26,9,35,37,22.2,33476.14
1140,CANON CITY RE-1,28,24,13,453,3012,11,109,0.1748,13,0.5414,3650,0.712,0.763,0.765,0.669,0.811,0.724,18.73,0,0,0,1,0,1,1,0,1,4,4,8,0,0,0,0,0,0,164,65,229,239,226.8,44659.62
1150,FREMONT RE-2,4,8,10,233,1150,2,43,0.2069,13,0.5434,1450,0.832,0.897,0.86,0.807,0.94,0.86,16.455,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,64,23,87,97,88,39403.47
1160,COTOPAXI RE-3,4,1,0,15,186,0,5,0.1185,13,0.5672,201,1,1,1,1,1,1,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,21,17.9,38214.44
1180,ROARING FORK RE-1,20,47,16,2915,2527,2,101,0.551,13,0.3999,5407,0.786,0.809,0.848,0.746,0.873,0.767,15.42166667,0,0,0,4,0,4,0,0,0,20,5,25,0,0,0,0,0,0,258,81,339,368,348.8,47517.52
1195,GARFIELD RE-2,45,18,16,2002,2642,2,93,0.4516,13,0.5433,4646,0.793,0.814,0.818,0.774,0.835,0.799,16.828,0,0,0,1,1,2,0,0,0,7,2,9,0,0,0,0,2,2,190,89,279,292,283.3,42094.44
1220,GARFIELD 16,26,2,7,346,627,3,39,0.4029,13,0.5115,958,0.73,0.764,0.8,0.673,0.8,0.735,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,62,62,59,43974.53
1330,GILPIN COUNTY RE-1,0,6,5,57,325,3,25,0.228,13,0.2895,380,0.882,0.882,0.875,0.889,0.875,0.889,12.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,12,39,40,34,43237.84
